seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce ocean seaIce seaIce seaIce seaIce seaIce seaIce ocean ocean ocean seaIce ocean ocean ocean ocean ocean seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce ocean ocean ocean ocean ocean seaIce seaIce seaIce ocean seaIce ocean ocean seaIce seaIce seaIce ocean seaIce ocean seaIce seaIce ocean seaIce ocean seaIce ocean seaIce seaIce ocean seaIce ocean seaIce seaIce ocean ocean seaIce seaIce seaIce ocean ocean seaIce seaIce ocean seaIce ocean seaIce seaIce seaIce seaIce seaIce seaIce ocean ocean seaIce seaIce seaIce seaIce ocean ocean seaIce seaIce ocean seaIce ocean seaIce seaIce seaIce seaIce ocean seaIce ocean ocean ocean seaIce seaIce seaIce seaIce seaIce seaIce ocean seaIce seaIce ocean ocean seaIce seaIce ocean seaIce seaIce ocean ocean ocean ocean ocean seaIce ocean ocean seaIce seaIce seaIce ocean ocean seaIce seaIce ocean ocean ocean ocean seaIce ocean seaIce seaIce ocean seaIce seaIce ocean seaIce seaIce ocean seaIce ocean ocean seaIce seaIce ocean ocean seaIce ocean seaIce seaIce ocean seaIce seaIce seaIce seaIce ocean ocean seaIce ocean seaIce seaIce seaIce seaIce seaIce seaIce seaIce ocean ocean seaIce ocean ocean ocean ocean seaIce seaIce ocean seaIce ocean seaIce seaIce seaIce seaIce seaIce seaIce seaIce 
ocean ocean ocean ocean ocean ocean coast grassland grassland grassland coast ocean coast grassland grassland grassland coast ocean ocean ocean ocean ocean coast coast ocean ocean ocean coast coast grassland grassland hills grassland grassland trees grassland grassland coast coast ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast grassland grassland grassland trees trees trees hills grassland grassland trees grassland grassland grassland trees trees trees forest trees grassland trees trees grassland grassland grassland grassland trees grassland hills hills grassland trees trees trees trees trees trees forest trees trees grassland trees trees trees grassland trees trees grassland trees grassland grassland trees trees trees trees trees trees trees trees forest forest trees trees grassland trees forest forest trees trees forest hills grassland grassland grassland trees grassland trees forest trees grassland grassland trees grassland grassland grassland grassland trees forest trees forest forest hills trees trees forest trees trees trees trees grassland grassland trees grassland grassland trees trees grassland grassland grassland trees grassland trees trees grassland grassland hills hills trees trees forest hills trees grassland grassland grassland hills grassland trees grassland trees trees grassland grassland coast ocean coast coast grassland grassland coast grassland coast ocean ocean ocean 

ocean ocean ocean ocean ocean ocean ocean coast grassland grassland coast coast grassland hills grassland grassland grassland coast ocean ocean coast coast grassland grassland coast coast coast grassland grassland grassland trees forest trees grassland grassland hills grassland coast ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast ocean ocean ocean ocean ocean ocean ocean coast grassland coast grassland grassland grassland grassland grassland grassland grassland grassland trees trees trees grassland grassland trees trees grassland grassland trees grassland trees grassland grassland grassland trees trees forest trees forest trees trees trees forest trees trees trees grassland hills forest trees forest trees forest trees grassland trees grassland grassland grassland grassland grassland grassland grassland grassland trees trees trees forest trees trees hills forest trees forest forest trees forest hills trees trees trees trees trees trees hills grassland grassland grassland trees trees trees grassland grassland trees forest trees trees trees grassland trees grassland trees forest forest forest trees grassland trees forest hills grassland grassland grassland grassland trees trees forest trees grassland grassland trees trees trees grassland grassland grassland trees grassland grassland grassland hills grassland trees trees grassland trees grassland trees grassland grassland grassland coast grassland grassland grassland grassland grassland grassland coast ocean ocean ocean 

ocean ocean ocean ocean ocean ocean coast grassland grassland grassland grassland grassland trees hills grassland coast coast ocean ocean coast grassland grassland grassland grassland grassland grassland coast grassland grassland grassland grassland trees forest hills trees grassland coast ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast grassland coast ocean ocean ocean ocean ocean ocean ocean coast coast grassland coast coast coast grassland grassland coast grassland trees trees trees grassland hills forest forest trees trees grassland grassland trees trees trees grassland trees forest hills grassland trees trees forest trees forest trees trees trees grassland grassland trees forest trees forest forest forest trees trees grassland grassland grassland grassland grassland grassland trees trees trees grassland trees forest forest forest trees trees trees forest trees trees trees grassland grassland grassland grassland trees trees forest trees trees trees trees trees trees trees trees grassland grassland trees grassland hills trees grassland grassland hills trees trees trees trees trees grassland grassland trees grassland grassland trees grassland grassland grassland grassland hills trees trees grassland grassland trees trees grassland trees trees grassland trees trees trees forest trees forest forest trees forest trees trees trees grassland trees grassland grassland trees trees trees grassland grassland coast ocean ocean ocean 

ocean ocean ocean ocean ocean ocean ocean coast grassland grassland grassland grassland grassland grassland coast ocean ocean ocean ocean ocean coast grassland grassland grassland trees grassland grassland grassland grassland trees trees forest hills grassland grassland coast ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast grassland coast ocean ocean ocean ocean ocean ocean ocean ocean ocean coast ocean ocean ocean coast coast coast grassland trees forest forest trees trees trees trees forest forest trees trees grassland grassland trees trees forest trees grassland grassland grassland grassland trees trees trees trees grassland grassland trees grassland trees trees trees trees trees trees grassland trees trees trees grassland grassland grassland hills forest forest forest trees grassland trees forest trees trees grassland grassland hills grassland grassland grassland trees grassland trees grassland trees grassland trees trees trees grassland grassland trees grassland grassland grassland hills trees forest trees forest forest trees trees forest trees grassland trees grassland grassland trees trees forest hills trees trees trees grassland grassland grassland hills grassland trees grassland trees forest trees grassland grassland grassland trees forest forest forest trees trees forest forest trees forest trees forest trees trees forest hills trees trees trees trees grassland coast coast ocean ocean ocean 

ocean ocean ocean ocean ocean ocean ocean ocean coast grassland grassland grassland grassland coast ocean ocean ocean ocean ocean ocean coast grassland grassland grassland grassland grassland grassland grassland grassland grassland grassland hills grassland grassland grassland coast ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast grassland trees grassland coast ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast grassland trees grassland trees forest trees forest forest forest trees forest forest trees trees grassland grassland trees trees grassland grassland grassland trees grassland grassland trees grassland grassland grassland trees forest trees forest forest trees trees trees grassland hills forest trees grassland grassland trees grassland grassland trees trees trees trees trees forest trees grassland trees grassland grassland grassland trees grassland trees forest trees forest trees trees grassland grassland hills forest trees grassland grassland grassland grassland hills forest trees forest trees forest forest trees forest forest trees grassland grassland trees grassland trees forest trees grassland grassland trees trees grassland trees grassland grassland grassland trees grassland trees forest trees grassland grassland trees trees trees trees trees forest forest forest trees trees trees forest forest trees trees trees grassland trees trees grassland trees grassland grassland grassland coast ocean ocean 

ocean ocean ocean ocean ocean ocean ocean ocean ocean coast grassland grassland grassland coast ocean ocean ocean ocean ocean ocean coast grassland grassland grassland grassland grassland grassland grassland grassland grassland grassland grassland grassland coast coast ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast grassland coast ocean ocean coast ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast grassland trees hills hills grassland hills hills hills trees trees forest trees grassland grassland grassland grassland grassland grassland trees grassland grassland grassland grassland trees grassland grassland trees forest forest trees forest forest forest trees forest trees trees forest trees grassland grassland trees grassland hills forest forest trees trees trees trees forest trees trees grassland trees trees grassland trees trees trees trees trees grassland trees grassland grassland grassland trees forest hills hills trees trees grassland trees trees forest forest forest trees trees forest trees grassland grassland trees grassland grassland trees trees grassland hills trees forest trees trees forest hills grassland trees trees grassland grassland trees forest hills trees trees forest trees forest trees forest forest trees forest trees grassland trees forest forest forest trees trees forest forest trees grassland grassland coast coast coast ocean ocean 
